9546.502930,0.339800
9542.541016,0.339800
9538.224609,0.339800
9533.787109,0.339800
9529.644531,0.339800
9525.580078,0.339800
9521.460938,0.339800
9517.427734,0.339800
9513.370117,0.339800
9509.340820,0.339800
9505.267578,0.339800
9501.268555,0.339800
9497.223633,0.339800
9493.202148,0.339800
9489.229492,0.339800
9485.187500,0.339800
9481.425781,0.339800
9477.466797,0.339800
9473.333008,0.339800
9469.778320,0.339800
9465.628906,0.339800
9461.596680,0.339800
9457.652344,0.339800
9453.439453,0.339800
9450.180664,0.339800
9446.209961,0.339800
9441.787109,0.339800
9438.015625,0.339800
9433.706055,0.339800
9430.913086,0.339800
9426.207031,0.339800
9422.238281,0.339800
9418.375000,0.339800
9414.636719,0.339800
9410.277344,0.339800
9407.520508,0.339800
9402.671875,0.339800
9398.929688,0.339800
9395.362305,0.339800
9391.432617,0.339800
9387.417969,0.339800
9383.471680,0.339800
9380.138672,0.339800
9376.035156,0.339800
9372.127930,0.339800
9368.393555,0.339800
9365.017578,0.339800
9360.725586,0.339800
9357.186523,0.339800
9353.611328,0.339800
9349.477539,0.339800
9345.817383,0.339800
9341.992188,0.339800
9338.007812,0.339800
9334.315430,0.339800
9330.581055,0.339800
9327.127930,0.339800
9323.425781,0.339800
9319.283203,0.339800
9316.273438,0.339800
9312.382812,0.339800
9308.386719,0.339800
9304.668945,0.339800
9301.159180,0.339800
9297.129883,0.339800
9293.833984,0.339800
9290.056641,0.339800
9286.181641,0.339800
9282.597656,0.339800
9279.341797,0.339800
9275.340820,0.339800
9271.677734,0.339800
9268.542969,0.339800
9264.342773,0.339800
9261.346680,0.339600
9257.787109,0.339600
9254.189453,0.339600
9250.573242,0.339600
9246.994141,0.339600
9243.437500,0.339600
9239.865234,0.339600
9236.273438,0.339600
9232.731445,0.339600
9229.191406,0.339600
9225.641602,0.339800
9222.080078,0.339800
9218.540039,0.339800
9215.049805,0.339800
9211.495117,0.339800
9207.997070,0.339800
9204.508789,0.339800
9200.991211,0.339800
9197.505859,0.339800
9194.135742,0.339800
9190.480469,0.339800
9186.719727,0.339800
9183.388672,0.339800
9181.637695,0.339800
9176.696289,0.339800
9172.713867,0.339600
